timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1781508446198,835,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-7,text,true,,538,336,90,90,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,835,0,195
1781508446150,5146,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-2,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5146,0,243
1781508446216,5080,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-9,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5080,0,177
1781508446226,5075,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-10,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5075,0,185
1781508446165,5136,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-3,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5136,0,228
1781508446465,4837,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-34,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4836,0,168
1781508446207,5095,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-8,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5095,0,187
1781508446329,4973,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-20,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4973,0,181
1781508446536,4766,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-41,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4766,0,176
1781508446415,4887,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-29,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4887,0,160
1781508446455,4847,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-33,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4847,0,161
1781508446265,5037,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-14,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5037,0,188
1781508446319,4983,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-19,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4983,0,174
1781508446388,4914,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-26,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4914,0,170
1781508446496,4806,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-37,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4806,0,164
1781508446425,4877,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-30,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4877,0,159
1781508446626,4676,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-50,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4676,0,170
1781508446506,4796,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-38,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4796,0,171
1781508446255,5047,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-13,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5047,0,178
1781508446337,4965,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-21,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4965,0,169
1781508446295,5007,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-17,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5007,0,173
1781508446375,4927,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-25,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4927,0,171
1781508446585,4719,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-46,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,4719,0,168
1781508446237,5070,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-11,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5070,0,180
1781508446188,5119,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-6,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5119,0,201
1781508446276,5031,Ingreso Usuario,200,OK,Ingreso-usuarios-muebles 1-15,text,true,,538,336,200,200,https://compumuebles-sabana-api.cyk.com.co/api/auth/login,5031,0,179
